exit_pct,exit_reason,duration_min,max_favorable,max_adverse,symbol,entry_time,direction,entry_price,confidence,atr_pct,mom_3_pct,strategy
-8.438,SL_HIT,544.1,0.557,-8.438,GROVEUSDT,2026-07-19 19:55:56.317476+00:00,LONG,0.012218,56.0,5.740823878218476,-0.4643584521384909,fixed
1.464,TIMEOUT,964.1,2.376,-0.044,VVVUSDT,2026-07-19 19:55:56.317476+00:00,LONG,11.408,57.0,3.382694225520092,-3.8192395244920414,fixed
3.746,TIMEOUT,964.1,3.746,-0.576,GUSDT,2026-07-19 19:55:56.317476+00:00,SHORT,0.00347,72.0,6.907552190004132,-3.0726256983240186,fixed
0.012,TIMEOUT,948.6,0.015,0.0,USD1USDT,2026-07-19 20:11:21.907591+00:00,LONG,0.99982,55.0,0.0163002849852167,0.0060014403456889,fixed
-1.727,TIMEOUT,948.6,0.0,-1.9,WLFIUSDT,2026-07-19 20:11:21.907591+00:00,LONG,0.0579,74.0,1.1381629059845406,1.9366197183098528,fixed
-4.123,SL_HIT,828.6,0.911,-4.123,BRUSDT,2026-07-19 20:11:21.907591+00:00,LONG,0.15475,57.0,3.917048927133375,-0.4310899498134113,fixed
-5.172,SL_HIT,108.6,0.0,-5.172,SOXLBUSDT,2026-07-19 20:11:21.907591+00:00,SHORT,129.73,55.0,4.149683108917229,-1.5854953724776235,fixed
5.346,TP_HIT,948.6,5.346,-2.826,RECALLUSDT,2026-07-19 20:11:21.907591+00:00,LONG,0.03928,82.0,3.148195722285658,2.2650351470971173,fixed
5.008,TP_HIT,588.6,5.008,-0.962,BILLUSDT,2026-07-19 20:11:21.907591+00:00,SHORT,0.02496,60.0,10.430863078482,-8.269018743109157,fixed
5.036,TP_HIT,888.6,5.036,0.0,NBISBUSDT,2026-07-19 20:11:21.907591+00:00,LONG,177.32,63.0,2.652175287401269,1.966647498562385,fixed
-0.07,TIMEOUT,948.6,0.0,-0.07,FDUSDUSDT,2026-07-19 20:11:21.907591+00:00,LONG,0.9986,66.0,0.0364093946976314,0.0500951808436084,fixed
-3.351,SL_HIT,588.6,0.0,-3.351,XLMUSDT,2026-07-19 20:11:21.907591+00:00,LONG,0.191,66.0,1.541110087162971,1.4877789585547272,fixed
7.979,TP_HIT,528.6,7.979,-1.061,GROVEUSDT,2026-07-19 20:11:21.907591+00:00,SHORT,0.012157,55.0,5.412449146717078,-0.969371130661462,fixed
0.871,TIMEOUT,948.6,1.778,-0.627,VVVUSDT,2026-07-19 20:11:21.907591+00:00,LONG,11.475,57.0,3.168796112988482,-1.8811457887986367,fixed
4.298,TIMEOUT,948.6,4.298,0.0,GUSDT,2026-07-19 20:11:21.907591+00:00,SHORT,0.00349,72.0,6.479731402839217,-9.114583333333334,fixed
0.012,TIMEOUT,930.1,0.014,0.0,USD1USDT,2026-07-19 20:29:53.434312+00:00,LONG,0.99983,55.0,0.0164430033873525,0.0070016804032982,fixed
6.153,TP_HIT,810.1,6.153,0.0,REUSDT,2026-07-19 20:29:53.434312+00:00,SHORT,0.3933,55.0,5.456162718981961,-0.7570022710068137,fixed
-1.043,TIMEOUT,930.1,0.348,-1.217,WLFIUSDT,2026-07-19 20:29:53.434312+00:00,LONG,0.0575,58.0,1.1709252814795883,1.2323943661971817,fixed
-3.314,SL_HIT,630.1,0.289,-3.314,BRUSDT,2026-07-19 20:29:53.434312+00:00,LONG,0.15571,62.0,3.941983036521399,0.1865911723072865,fixed
-5.027,SL_HIT,90.1,0.0,-5.027,SOXLBUSDT,2026-07-19 20:29:53.434312+00:00,SHORT,129.91,55.0,4.144483244486649,-1.448945531785766,fixed
5.807,TP_HIT,810.1,5.807,-1.927,RECALLUSDT,2026-07-19 20:29:53.434312+00:00,LONG,0.03892,67.0,3.2488911165748937,1.327779224160384,fixed
6.136,TP_HIT,570.1,6.136,0.0,BILLUSDT,2026-07-19 20:29:53.434312+00:00,SHORT,0.02526,52.0,10.363535782560657,-7.166482910694598,fixed
4.668,TIMEOUT,930.1,4.668,0.0,NBISBUSDT,2026-07-19 20:29:53.434312+00:00,LONG,178.01,68.0,2.6679769625574417,2.3634272570442696,fixed
-3.401,SL_HIT,570.1,0.0,-3.401,XLMUSDT,2026-07-19 20:29:53.434312+00:00,LONG,0.1911,66.0,1.5515169219831753,1.5409139213602474,fixed
8.498,TP_HIT,510.1,8.498,-0.491,GROVEUSDT,2026-07-19 20:29:53.434312+00:00,SHORT,0.012226,55.0,5.385408262677625,-0.4072987943955661,fixed
-0.07,TIMEOUT,930.1,0.0,-0.07,FDUSDUSDT,2026-07-19 20:29:53.434312+00:00,LONG,0.9986,66.0,0.0364093946976314,0.0500951808436084,fixed
0.792,TIMEOUT,930.1,1.698,-0.705,VVVUSDT,2026-07-19 20:29:53.434312+00:00,LONG,11.484,57.0,3.166312730454792,-1.8041898247114176,fixed
4.598,TIMEOUT,930.1,4.598,-0.287,GUSDT,2026-07-19 20:29:53.434312+00:00,SHORT,0.00348,72.0,6.539402223783336,-9.375000000000002,fixed
0.011,TIMEOUT,910.9,0.013,0.0,USD1USDT,2026-07-19 20:49:04.657430+00:00,LONG,0.99984,58.0,0.0164428389310056,0.0080019204609075,fixed
-1.215,TIMEOUT,910.9,0.174,-1.389,WLFIUSDT,2026-07-19 20:49:04.657430+00:00,LONG,0.0576,57.0,1.1688924250881307,1.4084507042253436,fixed
6.244,TP_HIT,790.9,6.244,-1.522,RECALLUSDT,2026-07-19 20:49:04.657430+00:00,LONG,0.03876,57.0,3.289945067815362,0.9112210361885006,fixed
6.874,TP_HIT,550.9,6.874,0.0,BILLUSDT,2026-07-19 20:49:04.657430+00:00,SHORT,0.02546,79.0,10.335430350535152,-6.431459022418235,fixed
-3.553,SL_HIT,550.9,0.0,-3.553,XLMUSDT,2026-07-19 20:49:04.657430+00:00,LONG,0.1914,69.0,1.5490850772778726,1.7003188097768227,fixed
8.378,TP_HIT,490.9,8.378,-0.622,GROVEUSDT,2026-07-19 20:49:04.657430+00:00,SHORT,0.01221,50.0,5.392465308722085,-0.5376344086021512,fixed
-0.07,TIMEOUT,910.9,0.0,-0.07,FDUSDUSDT,2026-07-19 20:49:04.657430+00:00,LONG,0.9986,69.0,0.0364093946976314,0.0500951808436084,fixed
0.678,TIMEOUT,910.9,1.583,-0.818,VVVUSDT,2026-07-19 20:49:04.657430+00:00,LONG,11.497,60.0,3.1726729678027783,-1.693031209918772,fixed
0.013,TIMEOUT,884.1,0.015,0.0,USD1USDT,2026-07-19 21:15:55.200737+00:00,LONG,0.99982,58.0,0.0164431678469891,0.0060014403456889,fixed
-1.215,TIMEOUT,884.1,0.174,-1.389,WLFIUSDT,2026-07-19 21:15:55.200737+00:00,LONG,0.0576,57.0,1.1688924250881307,1.4084507042253436,fixed
6.134,TP_HIT,764.1,6.134,-1.624,RECALLUSDT,2026-07-19 21:15:55.200737+00:00,LONG,0.0388,57.0,3.3086446826202662,1.015360583181467,fixed
6.396,TP_HIT,524.1,6.396,0.0,BILLUSDT,2026-07-19 21:15:55.200737+00:00,SHORT,0.02533,71.0,10.41949352587206,-6.909224549797879,fixed
4.217,TIMEOUT,884.1,4.217,0.0,NBISBUSDT,2026-07-19 21:15:55.200737+00:00,LONG,178.78,54.0,2.7100235354977,2.806210465784931,fixed
-3.029,SL_HIT,464.1,0.0,-3.029,XLMUSDT,2026-07-19 21:15:55.200737+00:00,LONG,0.1915,69.0,1.55573605858776,1.7534537725823578,fixed
7.523,TP_HIT,464.1,7.523,-1.562,GROVEUSDT,2026-07-19 21:15:55.200737+00:00,SHORT,0.012097,50.0,5.475903233818026,-1.4581296839361384,fixed
-0.05,TIMEOUT,884.1,0.0,-0.05,FDUSDUSDT,2026-07-19 21:15:55.200737+00:00,LONG,0.9984,61.0,0.0371321186491799,0.0300571085061584,fixed
0.295,TIMEOUT,884.1,1.196,-1.196,VVVUSDT,2026-07-19 21:15:55.200737+00:00,LONG,11.541,60.0,3.205138794308487,-1.3168020521590416,fixed
0.005,TIMEOUT,870.7,0.008,-0.004,USD1USDT,2026-07-19 21:29:16.289823+00:00,LONG,0.99989,58.0,0.0167991988457925,0.0130031207489761,fixed
-1.557,TIMEOUT,870.7,0.0,-1.73,WLFIUSDT,2026-07-19 21:29:16.289823+00:00,LONG,0.0578,57.0,1.1648478146206978,1.7605633802816794,fixed
6.656,TP_HIT,750.7,6.656,-1.14,RECALLUSDT,2026-07-19 21:29:16.289823+00:00,LONG,0.03861,52.0,3.328626543085301,0.5206977349648497,fixed
6.396,TP_HIT,510.7,6.396,0.0,BILLUSDT,2026-07-19 21:29:16.289823+00:00,SHORT,0.02533,79.0,10.41949352587206,-6.909224549797879,fixed
3.788,TIMEOUT,870.7,3.788,-0.273,NBISBUSDT,2026-07-19 21:29:16.289823+00:00,LONG,179.52,54.0,2.7087996989861467,3.231742380678553,fixed
-3.13,SL_HIT,450.7,0.0,-3.13,XLMUSDT,2026-07-19 21:29:16.289823+00:00,LONG,0.1917,77.0,1.5541129641082734,1.8597236981934129,fixed
7.545,TP_HIT,450.7,7.545,-1.537,GROVEUSDT,2026-07-19 21:29:16.289823+00:00,SHORT,0.0121,58.0,5.474545571859228,-1.433691756272408,fixed
-0.05,TIMEOUT,870.7,0.0,-0.05,FDUSDUSDT,2026-07-19 21:29:16.289823+00:00,LONG,0.9984,61.0,0.0371321186491799,0.0300571085061584,fixed
0.156,TIMEOUT,870.7,1.056,-1.333,VVVUSDT,2026-07-19 21:29:16.289823+00:00,LONG,11.557,80.0,3.200701464490288,-1.1799914493373227,fixed
0.003,TIMEOUT,869.6,0.006,-0.006,USD1USDT,2026-07-19 21:30:26.873570+00:00,LONG,0.99991,61.0,0.0169417328327317,0.0150036008642057,fixed
-1.386,TIMEOUT,869.6,0.0,-1.56,WLFIUSDT,2026-07-19 21:30:26.873570+00:00,LONG,0.0577,57.0,1.1668666149926574,1.5845070422535177,fixed
6.739,TP_HIT,749.6,6.739,-1.063,RECALLUSDT,2026-07-19 21:30:26.873570+00:00,LONG,0.03858,52.0,3.340472101753922,0.442593074720134,fixed
6.322,TP_HIT,509.6,6.322,0.0,BILLUSDT,2026-07-19 21:30:26.873570+00:00,SHORT,0.02531,67.0,10.427727025299854,-6.982726938625514,fixed
3.788,TIMEOUT,869.6,3.788,-0.273,NBISBUSDT,2026-07-19 21:30:26.873570+00:00,LONG,179.52,54.0,2.7087996989861467,3.231742380678553,fixed
-3.13,SL_HIT,449.6,0.0,-3.13,XLMUSDT,2026-07-19 21:30:26.873570+00:00,LONG,0.1917,77.0,1.5541129641082734,1.8597236981934129,fixed
7.561,TP_HIT,449.6,7.561,-1.52,GROVEUSDT,2026-07-19 21:30:26.873570+00:00,SHORT,0.012102,58.0,5.47541150148118,-1.417399804496583,fixed
-0.06,TIMEOUT,869.6,0.0,-0.06,FDUSDUSDT,2026-07-19 21:30:26.873570+00:00,LONG,0.9985,69.0,0.0371283998591299,0.0400761446748889,fixed
0.347,TIMEOUT,869.6,1.248,-1.144,VVVUSDT,2026-07-19 21:30:26.873570+00:00,LONG,11.535,60.0,3.206805966633225,-1.368106028217188,fixed
0.004,TIMEOUT,850.1,0.007,-0.005,USD1USDT,2026-07-19 21:49:55.812647+00:00,LONG,0.9999,58.0,0.0169419022670035,0.0140033608065964,fixed
-6.057,SL_HIT,10.1,0.0,-6.057,TLMUSDT,2026-07-19 21:49:55.812647+00:00,LONG,0.002361,52.0,9.534003274999575,11.578449905482042,fixed
-1.215,TIMEOUT,850.1,0.174,-1.389,WLFIUSDT,2026-07-19 21:49:55.812647+00:00,LONG,0.0576,57.0,1.1688924250881307,1.4084507042253436,fixed
5.671,TP_HIT,730.1,5.671,-2.053,RECALLUSDT,2026-07-19 21:49:55.812647+00:00,LONG,0.03897,57.0,3.3088745767794427,1.4579536579015828,fixed
5.312,TP_HIT,490.1,5.312,-0.639,BILLUSDT,2026-07-19 21:49:55.812647+00:00,SHORT,0.02504,87.0,10.540166573895338,-7.97500918779861,fixed
3.973,TIMEOUT,850.1,3.973,-0.095,NBISBUSDT,2026-07-19 21:49:55.812647+00:00,LONG,179.2,54.0,2.713636841305765,3.047728579643463,fixed
-3.046,SL_HIT,490.1,0.0,-3.046,XLMUSDT,2026-07-19 21:49:55.812647+00:00,LONG,0.1904,69.0,1.5797300319154357,1.1689691817215768,fixed
7.515,TP_HIT,430.1,7.515,-1.571,GROVEUSDT,2026-07-19 21:49:55.812647+00:00,SHORT,0.012096,58.0,5.478127479408501,-1.4662756598240436,fixed
-0.05,TIMEOUT,850.1,0.0,-0.05,FDUSDUSDT,2026-07-19 21:49:55.812647+00:00,LONG,0.9984,61.0,0.0371321186491799,0.0300571085061584,fixed
3.757,TIMEOUT,850.1,3.757,-0.867,GUSDT,2026-07-19 21:49:55.812647+00:00,SHORT,0.00346,50.0,6.659778619791994,-9.895833333333336,fixed
1.277,TIMEOUT,850.1,2.187,-0.227,VVVUSDT,2026-07-19 21:49:55.812647+00:00,LONG,11.429,60.0,3.2365479766483727,-2.274476271911073,fixed
0.001,TIMEOUT,34.7,0.001,0.0,USDCUSDT,2026-07-20 11:25:18.352092+00:00,LONG,1.00084,59.0,0.0139187879899791,0.0219863684515487,fixed
0.927,TIMEOUT,34.7,0.927,0.0,RECALLUSDT,2026-07-20 11:25:18.352092+00:00,LONG,0.041,67.0,3.4806692919252704,4.431991849210388,fixed
-0.002,TIMEOUT,26.6,0.0,-0.002,USDCUSDT,2026-07-20 11:33:26.226847+00:00,LONG,1.00088,71.0,0.014132329036624,0.0259838899882,fixed
1.099,TIMEOUT,26.6,1.099,0.0,RECALLUSDT,2026-07-20 11:33:26.226847+00:00,LONG,0.04093,67.0,3.486622061298218,4.253693326541002,fixed
0.0,TIMEOUT,26.6,0.0,0.0,BILLUSDT,2026-07-20 11:33:26.226847+00:00,SHORT,0.02454,64.0,9.818902214453132,-2.6190476190476226,fixed
-0.002,TIMEOUT,8.1,0.0,-0.002,USDCUSDT,2026-07-20 11:51:53.933106+00:00,LONG,1.00088,71.0,0.0144891578843815,0.0259838899882,fixed
-0.687,TIMEOUT,8.1,0.0,-0.687,XLMUSDT,2026-07-20 11:51:53.933106+00:00,LONG,0.1892,71.0,1.7765706896857698,0.5313496280552608,fixed
0.203,TIMEOUT,8.1,0.203,0.0,BILLUSDT,2026-07-20 11:51:53.933106+00:00,SHORT,0.02459,64.0,9.798936980182182,-2.4206349206349183,fixed
0.779,TIMEOUT,-1.4,0.0,0.0,RECALLUSDT,2026-07-20 12:01:24.025964+00:00,LONG,0.04106,67.0,3.2586400307915473,6.64935064935065,fixed
0.406,TIMEOUT,-1.4,0.0,0.0,BILLUSDT,2026-07-20 12:01:24.025964+00:00,SHORT,0.02464,64.0,9.118234626447716,-1.004419445560467,fixed
